,N_Estimators,Max_Depth,Confusion Matrix Split 28
0,200,5,"[3, 2, 1, 3]"
1,200,7,"[3, 2, 1, 3]"
2,200,10,"[3, 2, 1, 3]"
3,300,5,"[3, 2, 0, 4]"
4,300,7,"[3, 2, 0, 4]"
5,300,10,"[3, 2, 0, 4]"
6,400,5,"[4, 1, 1, 3]"
7,400,7,"[3, 2, 1, 3]"
8,400,10,"[3, 2, 0, 4]"
9,500,5,"[4, 1, 1, 3]"
10,500,7,"[3, 2, 1, 3]"
11,500,10,"[4, 1, 1, 3]"
