,N_Estimators,Max_Depth,Confusion Matrix Split 88
0,200,5,"[3, 2, 1, 3]"
1,200,7,"[3, 2, 3, 1]"
2,200,10,"[2, 3, 1, 3]"
3,300,5,"[2, 3, 1, 3]"
4,300,7,"[2, 3, 2, 2]"
5,300,10,"[2, 3, 1, 3]"
6,400,5,"[3, 2, 1, 3]"
7,400,7,"[3, 2, 3, 1]"
8,400,10,"[3, 2, 1, 3]"
9,500,5,"[3, 2, 2, 2]"
10,500,7,"[3, 2, 3, 1]"
11,500,10,"[2, 3, 2, 2]"
