,N_Estimators,Max_Depth,Confusion Matrix Split 97
0,200,5,"[4, 1, 0, 4]"
1,200,7,"[5, 0, 1, 3]"
2,200,10,"[5, 0, 1, 3]"
3,300,5,"[4, 1, 0, 4]"
4,300,7,"[4, 1, 0, 4]"
5,300,10,"[4, 1, 1, 3]"
6,400,5,"[5, 0, 0, 4]"
7,400,7,"[4, 1, 0, 4]"
8,400,10,"[5, 0, 1, 3]"
9,500,5,"[4, 1, 0, 4]"
10,500,7,"[4, 1, 1, 3]"
11,500,10,"[4, 1, 1, 3]"
