,N_Estimators,Max_Depth,Confusion Matrix Split 28
0,200,5,"[3, 2, 1, 3]"
1,200,7,"[3, 2, 0, 4]"
2,200,10,"[3, 2, 0, 4]"
3,300,5,"[2, 3, 1, 3]"
4,300,7,"[3, 2, 0, 4]"
5,300,10,"[2, 3, 0, 4]"
6,400,5,"[2, 3, 1, 3]"
7,400,7,"[3, 2, 0, 4]"
8,400,10,"[2, 3, 0, 4]"
9,500,5,"[2, 3, 1, 3]"
10,500,7,"[3, 2, 0, 4]"
11,500,10,"[2, 3, 0, 4]"
