,Max_depth,N_estimators,Confusion Matrix Split 51,Confusion Matrix Split 52,Confusion Matrix Split 53,Confusion Matrix Split 54,Confusion Matrix Split 55,Confusion Matrix Split 56,Confusion Matrix Split 57,Confusion Matrix Split 58,Confusion Matrix Split 59,Confusion Matrix Split 60
0,3,50,"[4, 1, 1, 4]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[5, 0, 2, 2]","[3, 1, 1, 4]","[2, 2, 1, 4]"
1,3,183,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 1, 4]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[5, 0, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
2,3,316,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 1, 4]","[5, 0, 1, 4]","[5, 0, 3, 2]","[2, 3, 0, 4]","[5, 0, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
3,3,450,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 4]","[5, 0, 4, 1]","[2, 3, 0, 4]","[5, 0, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
4,4,50,"[3, 2, 1, 4]","[5, 0, 1, 4]","[3, 2, 1, 4]","[2, 3, 2, 3]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 1, 3]","[4, 1, 2, 2]","[3, 1, 2, 3]","[2, 2, 1, 4]"
5,4,183,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 1, 4]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[4, 1, 2, 2]","[2, 2, 2, 3]","[2, 2, 1, 4]"
6,4,316,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 1, 4]","[5, 0, 1, 4]","[4, 1, 3, 2]","[2, 3, 0, 4]","[4, 1, 2, 2]","[2, 2, 2, 3]","[2, 2, 1, 4]"
7,4,450,"[3, 2, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 1, 4]","[5, 0, 1, 4]","[4, 1, 3, 2]","[2, 3, 1, 3]","[4, 1, 2, 2]","[2, 2, 2, 3]","[2, 2, 1, 4]"
8,5,50,"[4, 1, 1, 4]","[5, 0, 1, 4]","[3, 2, 1, 4]","[2, 3, 2, 3]","[4, 1, 1, 4]","[4, 1, 4, 1]","[2, 3, 1, 3]","[4, 1, 2, 2]","[2, 2, 1, 4]","[3, 1, 1, 4]"
9,5,183,"[3, 2, 1, 4]","[5, 0, 1, 4]","[3, 2, 0, 5]","[3, 2, 2, 3]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[4, 1, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
10,5,316,"[4, 1, 1, 4]","[5, 0, 1, 4]","[3, 2, 0, 5]","[3, 2, 2, 3]","[5, 0, 1, 4]","[4, 1, 3, 2]","[2, 3, 0, 4]","[4, 1, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
11,5,450,"[4, 1, 2, 3]","[5, 0, 1, 4]","[3, 2, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[4, 1, 2, 2]","[3, 1, 1, 4]","[2, 2, 1, 4]"
12,6,50,"[4, 1, 1, 4]","[5, 0, 1, 4]","[3, 2, 1, 4]","[2, 3, 2, 3]","[4, 1, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[4, 1, 2, 2]","[3, 1, 1, 4]","[2, 2, 1, 4]"
13,6,183,"[3, 2, 1, 4]","[5, 0, 1, 4]","[3, 2, 0, 5]","[3, 2, 2, 3]","[5, 0, 1, 4]","[4, 1, 4, 1]","[2, 3, 0, 4]","[3, 2, 2, 2]","[2, 2, 1, 4]","[2, 2, 1, 4]"
