,N_Estimators,Max_Depth,Confusion Matrix Split 64
0,200,5,"[5, 0, 4, 1]"
1,200,7,"[5, 0, 3, 2]"
2,200,10,"[5, 0, 4, 1]"
3,300,5,"[5, 0, 4, 1]"
4,300,7,"[5, 0, 4, 1]"
5,300,10,"[5, 0, 4, 1]"
6,400,5,"[5, 0, 4, 1]"
7,400,7,"[5, 0, 4, 1]"
8,400,10,"[5, 0, 4, 1]"
9,500,5,"[5, 0, 4, 1]"
10,500,7,"[5, 0, 4, 1]"
11,500,10,"[5, 0, 4, 1]"
