,N_Estimators,Max_Depth,Confusion Matrix Split 57
0,200,5,"[3, 2, 1, 3]"
1,200,7,"[1, 4, 1, 3]"
2,200,10,"[1, 4, 1, 3]"
3,300,5,"[2, 3, 1, 3]"
4,300,7,"[1, 4, 1, 3]"
5,300,10,"[1, 4, 1, 3]"
6,400,5,"[2, 3, 1, 3]"
7,400,7,"[1, 4, 1, 3]"
8,400,10,"[1, 4, 1, 3]"
9,500,5,"[2, 3, 1, 3]"
10,500,7,"[1, 4, 1, 3]"
11,500,10,"[1, 4, 1, 3]"
