,N_Estimators,Max_Depth,Confusion Matrix Split 21
0,200,5,"[1, 4, 1, 4]"
1,200,7,"[1, 4, 1, 4]"
2,200,10,"[1, 4, 1, 4]"
3,300,5,"[1, 4, 1, 4]"
4,300,7,"[1, 4, 1, 4]"
5,300,10,"[1, 4, 1, 4]"
6,400,5,"[1, 4, 1, 4]"
7,400,7,"[1, 4, 1, 4]"
8,400,10,"[1, 4, 1, 4]"
9,500,5,"[1, 4, 1, 4]"
10,500,7,"[1, 4, 1, 4]"
11,500,10,"[1, 4, 1, 4]"
