,N_Estimators,Max_Depth,Confusion Matrix Split 93
0,200,5,"[2, 3, 1, 4]"
1,200,7,"[2, 3, 1, 4]"
2,200,10,"[2, 3, 1, 4]"
3,300,5,"[2, 3, 0, 5]"
4,300,7,"[2, 3, 1, 4]"
5,300,10,"[2, 3, 1, 4]"
6,400,5,"[2, 3, 0, 5]"
7,400,7,"[2, 3, 0, 5]"
8,400,10,"[2, 3, 0, 5]"
9,500,5,"[3, 2, 0, 5]"
10,500,7,"[2, 3, 0, 5]"
11,500,10,"[3, 2, 0, 5]"
