,N_Estimators,Max_Depth,Confusion Matrix Split 17
0,200,5,"[5, 0, 0, 4]"
1,200,7,"[5, 0, 0, 4]"
2,200,10,"[5, 0, 0, 4]"
3,300,5,"[5, 0, 0, 4]"
4,300,7,"[5, 0, 0, 4]"
5,300,10,"[5, 0, 0, 4]"
6,400,5,"[5, 0, 0, 4]"
7,400,7,"[5, 0, 0, 4]"
8,400,10,"[5, 0, 0, 4]"
9,500,5,"[5, 0, 0, 4]"
10,500,7,"[5, 0, 0, 4]"
11,500,10,"[5, 0, 0, 4]"
