,N_Estimators,Max_Depth,Confusion Matrix Split 73
0,200,5,"[4, 1, 1, 4]"
1,200,7,"[4, 1, 2, 3]"
2,200,10,"[4, 1, 1, 4]"
3,300,5,"[3, 2, 1, 4]"
4,300,7,"[3, 2, 2, 3]"
5,300,10,"[3, 2, 1, 4]"
6,400,5,"[3, 2, 1, 4]"
7,400,7,"[3, 2, 2, 3]"
8,400,10,"[3, 2, 2, 3]"
9,500,5,"[3, 2, 1, 4]"
10,500,7,"[3, 2, 2, 3]"
11,500,10,"[3, 2, 2, 3]"
