,N_Estimators,Max_Depth,Confusion Matrix Split 19
0,200,5,"[3, 1, 1, 4]"
1,200,7,"[3, 1, 0, 5]"
2,200,10,"[3, 1, 0, 5]"
3,300,5,"[4, 0, 1, 4]"
4,300,7,"[3, 1, 0, 5]"
5,300,10,"[3, 1, 0, 5]"
6,400,5,"[3, 1, 1, 4]"
7,400,7,"[3, 1, 1, 4]"
8,400,10,"[3, 1, 0, 5]"
9,500,5,"[3, 1, 1, 4]"
10,500,7,"[3, 1, 1, 4]"
11,500,10,"[2, 2, 1, 4]"
