,N_Estimators,Max_Depth,Confusion Matrix Split 68
0,200,5,"[4, 1, 1, 3]"
1,200,7,"[4, 1, 2, 2]"
2,200,10,"[4, 1, 1, 3]"
3,300,5,"[4, 1, 1, 3]"
4,300,7,"[4, 1, 1, 3]"
5,300,10,"[4, 1, 1, 3]"
6,400,5,"[4, 1, 1, 3]"
7,400,7,"[4, 1, 1, 3]"
8,400,10,"[4, 1, 1, 3]"
9,500,5,"[4, 1, 1, 3]"
10,500,7,"[4, 1, 1, 3]"
11,500,10,"[4, 1, 1, 3]"
