,N_Estimators,Max_Depth,Confusion Matrix Split 45
0,200,5,"[2, 3, 1, 4]"
1,200,7,"[2, 3, 2, 3]"
2,200,10,"[2, 3, 2, 3]"
3,300,5,"[2, 3, 1, 4]"
4,300,7,"[2, 3, 3, 2]"
5,300,10,"[2, 3, 2, 3]"
6,400,5,"[2, 3, 1, 4]"
7,400,7,"[2, 3, 2, 3]"
8,400,10,"[2, 3, 2, 3]"
9,500,5,"[2, 3, 1, 4]"
10,500,7,"[2, 3, 2, 3]"
11,500,10,"[2, 3, 2, 3]"
