,N_Estimators,Max_Depth,Confusion Matrix Split 90
0,200,5,"[2, 2, 1, 4]"
1,200,7,"[2, 2, 1, 4]"
2,200,10,"[2, 2, 2, 3]"
3,300,5,"[2, 2, 1, 4]"
4,300,7,"[2, 2, 1, 4]"
5,300,10,"[3, 1, 2, 3]"
6,400,5,"[2, 2, 1, 4]"
7,400,7,"[2, 2, 2, 3]"
8,400,10,"[2, 2, 2, 3]"
9,500,5,"[2, 2, 1, 4]"
10,500,7,"[2, 2, 1, 4]"
11,500,10,"[3, 1, 2, 3]"
