,N_Estimators,Max_Depth,Confusion Matrix Split 27
0,200,5,"[3, 2, 3, 1]"
1,200,7,"[3, 2, 4, 0]"
2,200,10,"[3, 2, 4, 0]"
3,300,5,"[3, 2, 4, 0]"
4,300,7,"[3, 2, 4, 0]"
5,300,10,"[3, 2, 3, 1]"
6,400,5,"[3, 2, 3, 1]"
7,400,7,"[3, 2, 4, 0]"
8,400,10,"[3, 2, 3, 1]"
9,500,5,"[3, 2, 3, 1]"
10,500,7,"[3, 2, 4, 0]"
11,500,10,"[3, 2, 3, 1]"
