,N_Estimators,Max_Depth,Confusion Matrix Split 25
0,200,5,"[3, 2, 3, 2]"
1,200,7,"[3, 2, 3, 2]"
2,200,10,"[3, 2, 3, 2]"
3,300,5,"[3, 2, 2, 3]"
4,300,7,"[3, 2, 2, 3]"
5,300,10,"[3, 2, 3, 2]"
6,400,5,"[3, 2, 2, 3]"
7,400,7,"[3, 2, 1, 4]"
8,400,10,"[3, 2, 3, 2]"
9,500,5,"[3, 2, 2, 3]"
10,500,7,"[3, 2, 1, 4]"
11,500,10,"[3, 2, 2, 3]"
